has_ligand,n_bonds,bond_C01-NZ,bond_C-N1,bond_C2-SG,n01_catcys_sg,n01_nearest_cys,n01_nearest_cys_d,catcys_is_nearest,in_attack_range,thio_species,thio_c_s,thio_planarity,thio_has_oxt,n01_thio_c,iface_res_8A,chains,job,sample,model,iptm,ptm,ranking_score,nearest_lys_nz_d,nearest_lys_resi,bond_C-N01,bond_C2-N01,job_base,is_seed,sample_id,species
True,3,0.923,1.232,1.697,4.061,B/91,4.061,True,False,UBGG,1.697,338.6,False,2.665,9,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-10_sample-0,sumo2_k11_charged_ube2w/seed-10_sample-0/model.cif,0.62,0.73,0.66,,,,,sumo2_k11_charged_ube2w,True,seed-10_sample-0,charged
True,3,0.901,1.446,1.704,3.878,B/91,3.878,True,True,UBGG,1.704,339.1,False,2.78,10,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-10_sample-1,sumo2_k11_charged_ube2w/seed-10_sample-1/model.cif,0.63,0.74,0.68,,,,,sumo2_k11_charged_ube2w,True,seed-10_sample-1,charged
True,3,0.946,1.413,1.701,4.457,B/91,4.457,True,False,UBGG,1.701,339.5,False,3.094,12,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-10_sample-2,sumo2_k11_charged_ube2w/seed-10_sample-2/model.cif,0.65,0.75,0.7,,,,,sumo2_k11_charged_ube2w,True,seed-10_sample-2,charged
True,3,0.897,1.238,1.7,4.881,B/91,4.881,True,False,UBGG,1.7,337.9,False,3.455,8,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-10_sample-3,sumo2_k11_charged_ube2w/seed-10_sample-3/model.cif,0.6,0.71,0.65,,,,,sumo2_k11_charged_ube2w,True,seed-10_sample-3,charged
True,3,1.146,1.263,1.734,4.45,B/91,4.45,True,False,UBGG,1.734,337.3,False,3.251,15,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-10_sample-4,sumo2_k11_charged_ube2w/seed-10_sample-4/model.cif,0.65,0.75,0.69,,,,,sumo2_k11_charged_ube2w,True,seed-10_sample-4,charged
True,3,1.097,1.322,1.726,4.142,B/91,4.142,True,False,UBGG,1.726,338.8,False,3.104,9,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-11_sample-0,sumo2_k11_charged_ube2w/seed-11_sample-0/model.cif,0.64,0.75,0.68,,,,,sumo2_k11_charged_ube2w,True,seed-11_sample-0,charged
True,3,0.817,1.258,1.695,4.116,B/91,4.116,True,False,UBGG,1.695,339.0,False,2.954,10,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-11_sample-1,sumo2_k11_charged_ube2w/seed-11_sample-1/model.cif,0.6,0.72,0.65,,,,,sumo2_k11_charged_ube2w,True,seed-11_sample-1,charged
True,3,0.961,1.339,1.714,4.734,B/91,4.734,True,False,UBGG,1.714,338.7,False,3.409,11,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-11_sample-2,sumo2_k11_charged_ube2w/seed-11_sample-2/model.cif,0.61,0.73,0.66,,,,,sumo2_k11_charged_ube2w,True,seed-11_sample-2,charged
True,3,0.94,1.337,1.716,4.858,B/91,4.858,True,False,UBGG,1.716,339.3,False,3.447,10,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-11_sample-3,sumo2_k11_charged_ube2w/seed-11_sample-3/model.cif,0.62,0.73,0.66,,,,,sumo2_k11_charged_ube2w,True,seed-11_sample-3,charged
True,3,0.956,1.266,1.691,4.838,B/91,4.838,True,False,UBGG,1.691,339.2,False,3.429,9,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-11_sample-4,sumo2_k11_charged_ube2w/seed-11_sample-4/model.cif,0.59,0.72,0.65,,,,,sumo2_k11_charged_ube2w,True,seed-11_sample-4,charged
True,3,1.124,1.352,1.738,5.094,B/91,5.094,True,False,UBGG,1.738,338.7,False,3.659,7,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-12_sample-0,sumo2_k11_charged_ube2w/seed-12_sample-0/model.cif,0.61,0.73,0.66,,,,,sumo2_k11_charged_ube2w,True,seed-12_sample-0,charged
True,3,0.953,1.394,1.713,4.805,B/91,4.805,True,False,UBGG,1.713,339.2,False,3.426,10,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-12_sample-1,sumo2_k11_charged_ube2w/seed-12_sample-1/model.cif,0.59,0.71,0.64,,,,,sumo2_k11_charged_ube2w,True,seed-12_sample-1,charged
True,3,0.785,1.386,1.698,4.698,B/91,4.698,True,False,UBGG,1.698,338.2,False,3.257,13,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-12_sample-2,sumo2_k11_charged_ube2w/seed-12_sample-2/model.cif,0.62,0.74,0.66,,,,,sumo2_k11_charged_ube2w,True,seed-12_sample-2,charged
True,3,1.17,1.399,1.726,4.493,B/91,4.493,True,False,UBGG,1.726,337.9,False,3.11,17,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-12_sample-3,sumo2_k11_charged_ube2w/seed-12_sample-3/model.cif,0.65,0.76,0.69,,,,,sumo2_k11_charged_ube2w,True,seed-12_sample-3,charged
True,3,1.191,1.389,1.725,10.724,B/91,10.724,True,False,UBGG,1.725,337.5,False,9.061,6,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-12_sample-4,sumo2_k11_charged_ube2w/seed-12_sample-4/model.cif,0.6,0.73,0.65,,,,,sumo2_k11_charged_ube2w,True,seed-12_sample-4,charged
True,3,0.919,1.219,1.706,4.016,B/91,4.016,True,False,UBGG,1.706,337.8,False,2.831,15,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-13_sample-0,sumo2_k11_charged_ube2w/seed-13_sample-0/model.cif,0.62,0.74,0.67,,,,,sumo2_k11_charged_ube2w,True,seed-13_sample-0,charged
True,3,0.949,1.276,1.702,4.891,B/91,4.891,True,False,UBGG,1.702,339.1,False,3.473,13,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-13_sample-1,sumo2_k11_charged_ube2w/seed-13_sample-1/model.cif,0.62,0.74,0.67,,,,,sumo2_k11_charged_ube2w,True,seed-13_sample-1,charged
True,3,1.144,1.34,1.716,4.929,B/91,4.929,True,False,UBGG,1.716,337.2,False,3.508,16,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-13_sample-2,sumo2_k11_charged_ube2w/seed-13_sample-2/model.cif,0.62,0.74,0.66,,,,,sumo2_k11_charged_ube2w,True,seed-13_sample-2,charged
True,3,0.859,1.289,1.708,4.184,B/91,4.184,True,False,UBGG,1.708,338.5,False,2.841,12,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-13_sample-3,sumo2_k11_charged_ube2w/seed-13_sample-3/model.cif,0.63,0.74,0.68,,,,,sumo2_k11_charged_ube2w,True,seed-13_sample-3,charged
True,3,0.962,1.337,1.729,4.372,B/91,4.372,True,False,UBGG,1.729,338.6,False,2.918,10,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-13_sample-4,sumo2_k11_charged_ube2w/seed-13_sample-4/model.cif,0.61,0.73,0.66,,,,,sumo2_k11_charged_ube2w,True,seed-13_sample-4,charged
True,3,0.896,1.287,1.697,4.127,B/91,4.127,True,False,UBGG,1.697,338.9,False,2.715,9,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-14_sample-0,sumo2_k11_charged_ube2w/seed-14_sample-0/model.cif,0.61,0.73,0.66,,,,,sumo2_k11_charged_ube2w,True,seed-14_sample-0,charged
True,3,1.167,1.432,1.75,12.61,B/151,10.913,False,False,UBGG,1.75,342.1,False,10.902,18,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-14_sample-1,sumo2_k11_charged_ube2w/seed-14_sample-1/model.cif,0.69,0.79,0.74,,,,,sumo2_k11_charged_ube2w,True,seed-14_sample-1,charged
True,3,0.991,1.274,1.706,4.504,B/91,4.504,True,False,UBGG,1.706,339.6,False,3.182,7,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-14_sample-2,sumo2_k11_charged_ube2w/seed-14_sample-2/model.cif,0.61,0.72,0.66,,,,,sumo2_k11_charged_ube2w,True,seed-14_sample-2,charged
True,3,0.976,1.279,1.708,4.826,B/91,4.826,True,False,UBGG,1.708,339.3,False,3.418,11,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-14_sample-3,sumo2_k11_charged_ube2w/seed-14_sample-3/model.cif,0.61,0.72,0.67,,,,,sumo2_k11_charged_ube2w,True,seed-14_sample-3,charged
True,3,0.881,1.336,1.725,4.366,B/91,4.366,True,False,UBGG,1.725,339.9,False,3.343,11,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-14_sample-4,sumo2_k11_charged_ube2w/seed-14_sample-4/model.cif,0.59,0.71,0.64,,,,,sumo2_k11_charged_ube2w,True,seed-14_sample-4,charged
True,3,0.917,1.301,1.71,4.506,B/91,4.506,True,False,UBGG,1.71,339.0,False,3.131,11,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-15_sample-0,sumo2_k11_charged_ube2w/seed-15_sample-0/model.cif,0.62,0.74,0.67,,,,,sumo2_k11_charged_ube2w,True,seed-15_sample-0,charged
True,3,1.136,1.333,1.725,4.806,B/91,4.806,True,False,UBGG,1.725,337.3,False,3.336,17,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-15_sample-1,sumo2_k11_charged_ube2w/seed-15_sample-1/model.cif,0.63,0.74,0.67,,,,,sumo2_k11_charged_ube2w,True,seed-15_sample-1,charged
True,3,1.017,1.239,1.71,4.846,B/91,4.846,True,False,UBGG,1.71,338.7,False,3.43,15,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-15_sample-2,sumo2_k11_charged_ube2w/seed-15_sample-2/model.cif,0.63,0.74,0.67,,,,,sumo2_k11_charged_ube2w,True,seed-15_sample-2,charged
True,3,0.952,1.247,1.687,4.651,B/91,4.651,True,False,UBGG,1.687,337.1,False,3.282,9,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-15_sample-3,sumo2_k11_charged_ube2w/seed-15_sample-3/model.cif,0.61,0.73,0.66,,,,,sumo2_k11_charged_ube2w,True,seed-15_sample-3,charged
True,3,0.814,1.383,1.706,4.893,B/91,4.893,True,False,UBGG,1.706,338.6,False,3.502,8,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-15_sample-4,sumo2_k11_charged_ube2w/seed-15_sample-4/model.cif,0.58,0.71,0.63,,,,,sumo2_k11_charged_ube2w,True,seed-15_sample-4,charged
True,3,0.83,1.342,1.677,4.379,B/91,4.379,True,False,UBGG,1.677,337.7,False,2.848,8,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-16_sample-0,sumo2_k11_charged_ube2w/seed-16_sample-0/model.cif,0.6,0.72,0.65,,,,,sumo2_k11_charged_ube2w,True,seed-16_sample-0,charged
True,3,1.001,1.277,1.716,4.523,B/91,4.523,True,False,UBGG,1.716,338.8,False,3.249,9,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-16_sample-1,sumo2_k11_charged_ube2w/seed-16_sample-1/model.cif,0.6,0.72,0.65,,,,,sumo2_k11_charged_ube2w,True,seed-16_sample-1,charged
True,3,1.093,1.297,1.71,3.977,B/91,3.977,True,True,UBGG,1.71,337.3,False,2.693,16,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-16_sample-2,sumo2_k11_charged_ube2w/seed-16_sample-2/model.cif,0.63,0.74,0.67,,,,,sumo2_k11_charged_ube2w,True,seed-16_sample-2,charged
True,3,0.926,1.221,1.729,4.488,B/91,4.488,True,False,UBGG,1.729,336.3,False,3.055,14,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-16_sample-3,sumo2_k11_charged_ube2w/seed-16_sample-3/model.cif,0.6,0.72,0.65,,,,,sumo2_k11_charged_ube2w,True,seed-16_sample-3,charged
True,3,1.219,1.147,1.76,4.427,B/91,4.427,True,False,UBGG,1.76,339.3,False,3.072,6,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-16_sample-4,sumo2_k11_charged_ube2w/seed-16_sample-4/model.cif,0.6,0.71,0.64,,,,,sumo2_k11_charged_ube2w,True,seed-16_sample-4,charged
True,3,0.886,1.153,1.709,4.573,B/91,4.573,True,False,UBGG,1.709,336.3,False,3.186,17,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-17_sample-0,sumo2_k11_charged_ube2w/seed-17_sample-0/model.cif,0.66,0.76,0.71,,,,,sumo2_k11_charged_ube2w,True,seed-17_sample-0,charged
True,3,0.86,1.23,1.703,4.403,B/91,4.403,True,False,UBGG,1.703,338.3,False,3.111,11,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-17_sample-1,sumo2_k11_charged_ube2w/seed-17_sample-1/model.cif,0.65,0.76,0.7,,,,,sumo2_k11_charged_ube2w,True,seed-17_sample-1,charged
True,3,0.823,1.27,1.675,4.417,B/91,4.417,True,False,UBGG,1.675,342.3,False,3.034,14,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-17_sample-2,sumo2_k11_charged_ube2w/seed-17_sample-2/model.cif,0.64,0.75,0.68,,,,,sumo2_k11_charged_ube2w,True,seed-17_sample-2,charged
True,3,1.009,1.308,1.733,5.044,B/91,5.044,True,False,UBGG,1.733,339.9,False,3.689,9,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-17_sample-3,sumo2_k11_charged_ube2w/seed-17_sample-3/model.cif,0.65,0.75,0.69,,,,,sumo2_k11_charged_ube2w,True,seed-17_sample-3,charged
True,3,1.012,1.343,1.72,4.37,B/91,4.37,True,False,UBGG,1.72,339.5,False,3.051,12,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-17_sample-4,sumo2_k11_charged_ube2w/seed-17_sample-4/model.cif,0.65,0.76,0.7,,,,,sumo2_k11_charged_ube2w,True,seed-17_sample-4,charged
True,3,1.16,1.289,1.738,4.426,B/91,4.426,True,False,UBGG,1.738,338.6,False,3.002,18,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-18_sample-0,sumo2_k11_charged_ube2w/seed-18_sample-0/model.cif,0.63,0.76,0.68,,,,,sumo2_k11_charged_ube2w,True,seed-18_sample-0,charged
True,3,0.887,1.315,1.699,4.446,B/91,4.446,True,False,UBGG,1.699,341.0,False,3.103,13,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-18_sample-1,sumo2_k11_charged_ube2w/seed-18_sample-1/model.cif,0.61,0.73,0.66,,,,,sumo2_k11_charged_ube2w,True,seed-18_sample-1,charged
True,3,0.918,1.451,1.689,4.258,B/91,4.258,True,False,UBGG,1.689,341.8,False,2.894,9,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-18_sample-2,sumo2_k11_charged_ube2w/seed-18_sample-2/model.cif,0.58,0.7,0.63,,,,,sumo2_k11_charged_ube2w,True,seed-18_sample-2,charged
True,3,0.931,1.262,1.725,4.769,B/91,4.769,True,False,UBGG,1.725,340.7,False,3.344,8,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-18_sample-3,sumo2_k11_charged_ube2w/seed-18_sample-3/model.cif,0.61,0.73,0.66,,,,,sumo2_k11_charged_ube2w,True,seed-18_sample-3,charged
True,3,0.859,1.228,1.69,4.169,B/91,4.169,True,False,UBGG,1.69,340.6,False,2.81,6,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-18_sample-4,sumo2_k11_charged_ube2w/seed-18_sample-4/model.cif,0.6,0.72,0.65,,,,,sumo2_k11_charged_ube2w,True,seed-18_sample-4,charged
True,3,1.031,1.355,1.718,4.563,B/91,4.563,True,False,UBGG,1.718,340.2,False,3.186,7,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-19_sample-0,sumo2_k11_charged_ube2w/seed-19_sample-0/model.cif,0.62,0.74,0.67,,,,,sumo2_k11_charged_ube2w,True,seed-19_sample-0,charged
True,3,0.847,1.313,1.708,4.472,B/91,4.472,True,False,UBGG,1.708,338.6,False,3.269,15,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-19_sample-1,sumo2_k11_charged_ube2w/seed-19_sample-1/model.cif,0.62,0.73,0.67,,,,,sumo2_k11_charged_ube2w,True,seed-19_sample-1,charged
True,3,1.064,1.331,1.709,4.029,B/91,4.029,True,False,UBGG,1.709,339.7,False,2.714,8,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-19_sample-2,sumo2_k11_charged_ube2w/seed-19_sample-2/model.cif,0.59,0.71,0.64,,,,,sumo2_k11_charged_ube2w,True,seed-19_sample-2,charged
True,3,0.837,1.411,1.679,3.784,B/91,3.784,True,True,UBGG,1.679,338.8,False,2.464,10,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-19_sample-3,sumo2_k11_charged_ube2w/seed-19_sample-3/model.cif,0.61,0.73,0.66,,,,,sumo2_k11_charged_ube2w,True,seed-19_sample-3,charged
True,3,0.895,1.286,1.711,4.233,B/91,4.233,True,False,UBGG,1.711,341.3,False,3.08,10,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-19_sample-4,sumo2_k11_charged_ube2w/seed-19_sample-4/model.cif,0.62,0.73,0.67,,,,,sumo2_k11_charged_ube2w,True,seed-19_sample-4,charged
True,3,0.851,1.273,1.717,3.953,B/91,3.953,True,True,UBGG,1.717,337.2,False,2.866,13,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-1_sample-0,sumo2_k11_charged_ube2w/seed-1_sample-0/model.cif,0.64,0.75,0.68,,,,,sumo2_k11_charged_ube2w,True,seed-1_sample-0,charged
True,3,0.797,1.341,1.688,4.0,B/91,4.0,True,True,UBGG,1.688,337.6,False,2.637,13,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-1_sample-1,sumo2_k11_charged_ube2w/seed-1_sample-1/model.cif,0.66,0.76,0.71,,,,,sumo2_k11_charged_ube2w,True,seed-1_sample-1,charged
True,3,0.918,1.361,1.713,4.421,B/91,4.421,True,False,UBGG,1.713,337.9,False,3.102,11,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-1_sample-2,sumo2_k11_charged_ube2w/seed-1_sample-2/model.cif,0.66,0.76,0.7,,,,,sumo2_k11_charged_ube2w,True,seed-1_sample-2,charged
True,3,0.948,1.37,1.722,4.287,B/91,4.287,True,False,UBGG,1.722,339.5,False,2.909,11,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-1_sample-3,sumo2_k11_charged_ube2w/seed-1_sample-3/model.cif,0.63,0.74,0.68,,,,,sumo2_k11_charged_ube2w,True,seed-1_sample-3,charged
True,3,0.962,1.281,1.704,4.034,B/91,4.034,True,False,UBGG,1.704,339.1,False,2.906,11,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-1_sample-4,sumo2_k11_charged_ube2w/seed-1_sample-4/model.cif,0.63,0.74,0.68,,,,,sumo2_k11_charged_ube2w,True,seed-1_sample-4,charged
True,3,0.841,1.384,1.707,4.777,B/91,4.777,True,False,UBGG,1.707,339.8,False,3.389,9,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-20_sample-0,sumo2_k11_charged_ube2w/seed-20_sample-0/model.cif,0.62,0.73,0.67,,,,,sumo2_k11_charged_ube2w,True,seed-20_sample-0,charged
True,3,0.944,1.335,1.716,4.411,B/91,4.411,True,False,UBGG,1.716,338.6,False,3.102,12,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-20_sample-1,sumo2_k11_charged_ube2w/seed-20_sample-1/model.cif,0.65,0.76,0.7,,,,,sumo2_k11_charged_ube2w,True,seed-20_sample-1,charged
True,3,0.968,1.428,1.725,4.978,B/91,4.978,True,False,UBGG,1.725,339.8,False,3.583,11,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-20_sample-2,sumo2_k11_charged_ube2w/seed-20_sample-2/model.cif,0.64,0.75,0.69,,,,,sumo2_k11_charged_ube2w,True,seed-20_sample-2,charged
True,3,0.954,1.313,1.732,4.199,B/91,4.199,True,False,UBGG,1.732,339.8,False,2.768,8,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-20_sample-3,sumo2_k11_charged_ube2w/seed-20_sample-3/model.cif,0.63,0.74,0.68,,,,,sumo2_k11_charged_ube2w,True,seed-20_sample-3,charged
True,3,1.062,1.436,1.719,4.335,B/91,4.335,True,False,UBGG,1.719,338.8,False,2.996,7,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-20_sample-4,sumo2_k11_charged_ube2w/seed-20_sample-4/model.cif,0.6,0.71,0.65,,,,,sumo2_k11_charged_ube2w,True,seed-20_sample-4,charged
True,3,0.98,1.206,1.688,3.869,B/91,3.869,True,True,UBGG,1.688,338.0,False,2.667,11,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-2_sample-0,sumo2_k11_charged_ube2w/seed-2_sample-0/model.cif,0.61,0.72,0.66,,,,,sumo2_k11_charged_ube2w,True,seed-2_sample-0,charged
True,3,0.911,1.273,1.687,4.105,B/91,4.105,True,False,UBGG,1.687,337.3,False,2.7,12,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-2_sample-1,sumo2_k11_charged_ube2w/seed-2_sample-1/model.cif,0.63,0.74,0.68,,,,,sumo2_k11_charged_ube2w,True,seed-2_sample-1,charged
True,3,0.972,1.256,1.703,4.343,B/91,4.343,True,False,UBGG,1.703,338.1,False,2.922,10,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-2_sample-2,sumo2_k11_charged_ube2w/seed-2_sample-2/model.cif,0.59,0.7,0.63,,,,,sumo2_k11_charged_ube2w,True,seed-2_sample-2,charged
True,3,0.921,1.24,1.695,4.208,B/91,4.208,True,False,UBGG,1.695,339.1,False,2.847,9,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-2_sample-3,sumo2_k11_charged_ube2w/seed-2_sample-3/model.cif,0.59,0.71,0.64,,,,,sumo2_k11_charged_ube2w,True,seed-2_sample-3,charged
True,3,0.85,1.342,1.689,3.893,B/91,3.893,True,True,UBGG,1.689,338.0,False,3.066,10,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-2_sample-4,sumo2_k11_charged_ube2w/seed-2_sample-4/model.cif,0.61,0.73,0.66,,,,,sumo2_k11_charged_ube2w,True,seed-2_sample-4,charged
True,3,1.005,1.348,1.634,4.338,B/91,4.338,True,False,UBGG,1.634,345.5,False,2.931,7,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-3_sample-0,sumo2_k11_charged_ube2w/seed-3_sample-0/model.cif,0.61,0.72,0.66,,,,,sumo2_k11_charged_ube2w,True,seed-3_sample-0,charged
True,3,0.924,1.332,1.726,4.588,B/91,4.588,True,False,UBGG,1.726,338.5,False,3.196,15,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-3_sample-1,sumo2_k11_charged_ube2w/seed-3_sample-1/model.cif,0.63,0.74,0.67,,,,,sumo2_k11_charged_ube2w,True,seed-3_sample-1,charged
True,3,0.877,1.319,1.706,4.938,B/91,4.938,True,False,UBGG,1.706,340.5,False,3.47,7,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-3_sample-2,sumo2_k11_charged_ube2w/seed-3_sample-2/model.cif,0.62,0.73,0.67,,,,,sumo2_k11_charged_ube2w,True,seed-3_sample-2,charged
True,3,0.837,1.331,1.683,4.007,B/91,4.007,True,False,UBGG,1.683,337.3,False,2.679,14,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-3_sample-3,sumo2_k11_charged_ube2w/seed-3_sample-3/model.cif,0.64,0.74,0.69,,,,,sumo2_k11_charged_ube2w,True,seed-3_sample-3,charged
True,3,0.917,1.357,1.711,4.69,B/91,4.69,True,False,UBGG,1.711,339.1,False,3.307,11,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-3_sample-4,sumo2_k11_charged_ube2w/seed-3_sample-4/model.cif,0.61,0.72,0.65,,,,,sumo2_k11_charged_ube2w,True,seed-3_sample-4,charged
True,3,1.018,1.426,1.718,4.451,B/91,4.451,True,False,UBGG,1.718,339.9,False,3.154,12,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-4_sample-0,sumo2_k11_charged_ube2w/seed-4_sample-0/model.cif,0.65,0.75,0.69,,,,,sumo2_k11_charged_ube2w,True,seed-4_sample-0,charged
True,3,0.92,1.299,1.703,3.931,B/91,3.931,True,True,UBGG,1.703,337.9,False,2.719,12,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-4_sample-1,sumo2_k11_charged_ube2w/seed-4_sample-1/model.cif,0.63,0.74,0.68,,,,,sumo2_k11_charged_ube2w,True,seed-4_sample-1,charged
True,3,0.908,1.388,1.696,4.43,B/91,4.43,True,False,UBGG,1.696,341.0,False,3.111,9,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-4_sample-2,sumo2_k11_charged_ube2w/seed-4_sample-2/model.cif,0.64,0.74,0.69,,,,,sumo2_k11_charged_ube2w,True,seed-4_sample-2,charged
True,3,0.894,1.463,1.721,4.693,B/91,4.693,True,False,UBGG,1.721,339.0,False,3.346,12,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-4_sample-3,sumo2_k11_charged_ube2w/seed-4_sample-3/model.cif,0.64,0.75,0.69,,,,,sumo2_k11_charged_ube2w,True,seed-4_sample-3,charged
True,3,1.03,1.471,1.704,4.512,B/91,4.512,True,False,UBGG,1.704,339.0,False,3.242,11,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-4_sample-4,sumo2_k11_charged_ube2w/seed-4_sample-4/model.cif,0.65,0.75,0.7,,,,,sumo2_k11_charged_ube2w,True,seed-4_sample-4,charged
True,3,1.101,1.329,1.758,4.173,B/91,4.173,True,False,UBGG,1.758,336.9,False,3.135,10,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-5_sample-0,sumo2_k11_charged_ube2w/seed-5_sample-0/model.cif,0.61,0.74,0.65,,,,,sumo2_k11_charged_ube2w,True,seed-5_sample-0,charged
True,3,0.927,1.419,1.725,4.755,B/91,4.755,True,False,UBGG,1.725,337.5,False,3.395,10,A:96;B:151;G:1;L:1;U:74,sumo2_k11_charged_ube2w,seed-5_sample-1,sumo2_k11_charged_ube2w/seed-5_sample-1/model.cif,0.6,0.71,0.64,,,,,sumo2_k11_charged_ube2w,True,seed-5_sample-1,charged
